instance,solve_time(s)
128,0.00279403
132,0.00310683
138,0.00261784
144,0.00276184
148,234.776
154,234.699
160,246.234
164,232.928
170,0.00436401
176,82.7903
52,0.00145006
180,301.707
58,0.00273395
64,0.00222397
68,0.00163293
74,0.00172186
80,0.0022831
84,138.464
90,0.00251794
96,0.00326395
100,0.00267315
106,0.00235891
112,0.00274611
116,0.00258303
122,0.00241804
